"Destination","Area code","Calls","Client minutes","Sell rate","Income","Currency","Period"
"MEXICO CELLULAR IUSACELL","52555178",13,13,0.0058,0.0754,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52555210",14,14,0.0058,0.08121,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555213",44,59,0.0058,0.34222,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555214",22,52,0.0058,0.30162,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52555215",28,46,0.0058,0.26681,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555216",10,12,0.0058,0.0696,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555248",27,36,0.0058,0.20883,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555252",60,79,0.0058,0.4582,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555285",15,21,0.0058,0.12178,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555287",8,9,0.0058,0.05219,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52555288",32,40,0.0058,0.23204,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555289",16,17,0.0058,0.09861,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525552936",3,6,0.0058,0.0348,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525552937",1,1,0.0058,0.0058,"EUR","10/11/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525552958",3,3,0.0058,0.01741,"EUR","10/02/19 10/03/19"
"MEXICO CELLULAR IUSACELL","52555296",33,50,0.0058,0.28995,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555297",16,28,0.0058,0.16239,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52555298",13,14,0.0058,0.08121,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52555299",17,18,0.0058,0.1044,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525553247",4,4,0.0058,0.0232,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","525553248",2,2,0.0058,0.0116,"EUR","10/11/19 10/12/19"
"MEXICO CELLULAR IUSACELL","525553249",3,3,0.0058,0.0174,"EUR","10/09/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52555330",2,2,0.0058,0.0116,"EUR","10/10/19 10/10/19"
"MEXICO CELLULAR IUSACELL","52555331",5,8,0.0058,0.0464,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525553343",1,1,0.0058,0.0058,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR IUSACELL","525553344",4,4,0.0058,0.0232,"EUR","10/06/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525553345",2,2,0.0058,0.0116,"EUR","10/01/19 10/09/19"
"MEXICO CELLULAR IUSACELL","525553346",4,7,0.0058,0.0406,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525553348",6,6,0.0058,0.03481,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525553375",2,4,0.0058,0.0232,"EUR","10/06/19 10/07/19"
"MEXICO CELLULAR IUSACELL","525553376",4,15,0.0058,0.087,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525553377",2,6,0.0058,0.0348,"EUR","10/03/19 10/04/19"
"MEXICO CELLULAR IUSACELL","525553379",6,12,0.0058,0.0696,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525553449",1,1,0.0058,0.0058,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR IUSACELL","525553498",4,4,0.0058,0.02321,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","525553499",1,1,0.0058,0.0058,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR IUSACELL","525553648",1,1,0.0058,0.0058,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR IUSACELL","525553856",2,2,0.0058,0.0116,"EUR","10/05/19 10/10/19"
"MEXICO CELLULAR IUSACELL","525553858",2,2,0.0058,0.0116,"EUR","10/07/19 10/10/19"
"MEXICO CELLULAR IUSACELL","525554847",3,5,0.0058,0.029,"EUR","10/07/19 10/11/19"
"MEXICO CELLULAR IUSACELL","5255550",431,718,0.0058,4.16462,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","525555993",2,2,0.0058,0.0116,"EUR","10/05/19 10/07/19"
"MEXICO CELLULAR IUSACELL","525556206",1,1,0.0058,0.0058,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR IUSACELL","525556207",1,1,0.0058,0.0058,"EUR","10/11/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525556209",1,1,0.0058,0.0058,"EUR","10/02/19 10/02/19"
"MEXICO CELLULAR IUSACELL","525556239",6,6,0.0058,0.03479,"EUR","10/04/19 10/12/19"
"MEXICO CELLULAR IUSACELL","525556787",1,1,0.0058,0.0058,"EUR","10/02/19 10/02/19"
"MEXICO CELLULAR IUSACELL","525556788",3,3,0.0058,0.0174,"EUR","10/01/19 10/04/19"
"MEXICO CELLULAR IUSACELL","525556789",1,1,0.0058,0.0058,"EUR","10/11/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525556809",5,5,0.0058,0.029,"EUR","10/07/19 10/12/19"
"MEXICO CELLULAR IUSACELL","525558788",2,3,0.0058,0.0174,"EUR","10/12/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525558789",1,1,0.0058,0.0058,"EUR","10/04/19 10/04/19"
"MEXICO CELLULAR IUSACELL","525558859",3,3,0.0058,0.0174,"EUR","10/02/19 10/06/19"
"MEXICO CELLULAR IUSACELL","525558887",2,2,0.0058,0.0116,"EUR","10/06/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525558888",3,3,0.0058,0.0174,"EUR","10/04/19 10/07/19"
"MEXICO CELLULAR IUSACELL","52555906",18,29,0.0058,0.16819,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52555907",11,11,0.0058,0.06379,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52555909",46,66,0.0058,0.38284,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555917",13,13,0.0058,0.07539,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52555926",1,1,0.0058,0.0058,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR IUSACELL","525559335",1,2,0.0058,0.0116,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR IUSACELL","525559336",1,1,0.0058,0.0058,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR IUSACELL","525559337",3,3,0.0058,0.0174,"EUR","10/05/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525559339",2,2,0.0058,0.0116,"EUR","10/08/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52555948",1,1,0.0058,0.0058,"EUR","10/14/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52555951",29,40,0.0058,0.23203,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555952",19,24,0.0058,0.13921,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555953",21,28,0.0058,0.16244,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555954",14,16,0.0058,0.09282,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52555956",8,8,0.0058,0.04641,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR IUSACELL","525559572",1,1,0.0058,0.0058,"EUR","10/02/19 10/02/19"
"MEXICO CELLULAR IUSACELL","525559573",1,1,0.0058,0.0058,"EUR","10/14/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525559575",4,5,0.0058,0.02901,"EUR","10/03/19 10/04/19"
"MEXICO CELLULAR IUSACELL","525559576",2,2,0.0058,0.0116,"EUR","10/03/19 10/08/19"
"MEXICO CELLULAR IUSACELL","525559577",2,2,0.0058,0.0116,"EUR","10/05/19 10/06/19"
"MEXICO CELLULAR IUSACELL","525559578",4,10,0.0058,0.058,"EUR","10/10/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52555959",2,3,0.0058,0.0174,"EUR","10/07/19 10/09/19"
"MEXICO CELLULAR IUSACELL","52555965",24,33,0.0058,0.19142,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555966",41,66,0.0058,0.38283,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555967",51,76,0.0058,0.44076,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555968",8,9,0.0058,0.0522,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR IUSACELL","52555969",15,16,0.0058,0.09281,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525559735",3,3,0.0058,0.0174,"EUR","10/06/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525559736",1,1,0.0058,0.0058,"EUR","10/11/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525559737",2,2,0.0058,0.0116,"EUR","10/01/19 10/05/19"
"MEXICO CELLULAR IUSACELL","525559738",5,5,0.0058,0.02901,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525559780",2,2,0.0058,0.0116,"EUR","10/06/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525559782",1,1,0.0058,0.0058,"EUR","10/09/19 10/09/19"
"MEXICO CELLULAR IUSACELL","525559783",1,1,0.0058,0.0058,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR IUSACELL","525559784",1,1,0.0058,0.0058,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR IUSACELL","525559789",4,4,0.0058,0.0232,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52555987",16,17,0.0058,0.09859,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52555989",28,62,0.0058,0.35963,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52555990",3,3,0.0058,0.0174,"EUR","10/07/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525560003",10,10,0.0058,0.05801,"EUR","10/04/19 10/15/19"
"MEXICO CELLULAR IUSACELL","525560004",1,1,0.0058,0.0058,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525560005",5,5,0.0058,0.029,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR IUSACELL","525560006",5,6,0.0058,0.0348,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","525560007",1,1,0.0058,0.0058,"EUR","10/12/19 10/12/19"
"MEXICO CELLULAR IUSACELL","525560008",2,2,0.0058,0.0116,"EUR","10/11/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525560009",3,3,0.0058,0.0174,"EUR","10/06/19 10/11/19"
"MEXICO CELLULAR IUSACELL","525562865",2,2,0.0058,0.0116,"EUR","10/11/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525562866",4,5,0.0058,0.029,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525562867",3,3,0.0058,0.0174,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525562868",1,1,0.0058,0.0058,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR IUSACELL","525562869",7,16,0.0058,0.0928,"EUR","10/04/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556287",13,13,0.0058,0.0754,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556288",16,16,0.0058,0.09282,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556289",16,16,0.0058,0.09281,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","5255629",77,103,0.0058,0.59742,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556300",19,53,0.0058,0.30739,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556301",1,1,0.0058,0.0058,"EUR","10/01/19 10/01/19"
"MEXICO CELLULAR IUSACELL","52556302",15,16,0.0058,0.09279,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556316",11,17,0.0058,0.0986,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556317",44,64,0.0058,0.37123,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556318",42,88,0.0058,0.51039,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556319",12,16,0.0058,0.0928,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556321",13,14,0.0058,0.08119,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556322",18,18,0.0058,0.10441,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556323",17,17,0.0058,0.09862,"EUR","10/04/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556324",11,11,0.0058,0.0638,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556325",22,22,0.0058,0.12761,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556347",7,7,0.0058,0.04059,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556348",7,9,0.0058,0.0522,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556349",6,7,0.0058,0.0406,"EUR","10/06/19 10/13/19"
"MEXICO CELLULAR IUSACELL","5255635",63,107,0.0058,0.62064,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556360",3,3,0.0058,0.0174,"EUR","10/06/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52556367",22,22,0.0058,0.12763,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556368",11,11,0.0058,0.0638,"EUR","10/05/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556369",10,10,0.0058,0.05799,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556370",5,5,0.0058,0.029,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52556371",31,33,0.0058,0.1914,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556372",17,17,0.0058,0.0986,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556373",6,6,0.0058,0.03481,"EUR","10/01/19 10/06/19"
"MEXICO CELLULAR IUSACELL","52556374",17,17,0.0058,0.09859,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556375",22,22,0.0058,0.12762,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52556376",20,20,0.0058,0.11602,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","525563775",1,1,0.0058,0.0058,"EUR","10/15/19 10/15/19"
"MEXICO CELLULAR IUSACELL","525563777",2,2,0.0058,0.0116,"EUR","10/04/19 10/04/19"
"MEXICO CELLULAR IUSACELL","525563778",14,31,0.0058,0.1798,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556397",15,15,0.0058,0.08696,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556398",16,16,0.0058,0.09279,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556399",16,16,0.0058,0.09279,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255640",184,230,0.0058,1.33399,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255641",222,291,0.0058,1.68798,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556420",15,15,0.0058,0.087,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556421",26,29,0.0058,0.16822,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556422",38,58,0.0058,0.33643,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556423",20,37,0.0058,0.21461,"EUR","10/05/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556554",12,27,0.0058,0.15661,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556555",13,13,0.0058,0.07541,"EUR","10/04/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556556",18,18,0.0058,0.10442,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556557",11,12,0.0058,0.06958,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556558",12,12,0.0058,0.06961,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556559",20,29,0.0058,0.1682,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556560",19,26,0.0058,0.15082,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556561",20,20,0.0058,0.11602,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556562",16,17,0.0058,0.09863,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556563",12,12,0.0058,0.06961,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556564",11,11,0.0058,0.06379,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556565",24,25,0.0058,0.14501,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556571",12,12,0.0058,0.06962,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556572",16,16,0.0058,0.09281,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556573",6,6,0.0058,0.03481,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556574",15,15,0.0058,0.08702,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556575",30,39,0.0058,0.22624,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556576",19,26,0.0058,0.15081,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556577",5,5,0.0058,0.029,"EUR","10/04/19 10/07/19"
"MEXICO CELLULAR IUSACELL","52556578",6,6,0.0058,0.0348,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR IUSACELL","52556579",3,3,0.0058,0.0174,"EUR","10/02/19 10/09/19"
"MEXICO CELLULAR IUSACELL","52556580",4,4,0.0058,0.0232,"EUR","10/03/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52556581",16,40,0.0058,0.23201,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556582",3,3,0.0058,0.0174,"EUR","10/03/19 10/11/19"
"MEXICO CELLULAR IUSACELL","5255660",127,183,0.0058,1.06144,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255661",162,204,0.0058,1.1833,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255662",183,199,0.0058,1.15436,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556630",21,24,0.0058,0.13918,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556631",24,42,0.0058,0.24361,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556632",12,12,0.0058,0.0696,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556633",20,20,0.0058,0.11603,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556634",10,10,0.0058,0.05799,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556635",7,7,0.0058,0.0406,"EUR","10/04/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52556653",8,8,0.0058,0.0464,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556654",13,13,0.0058,0.07541,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52556655",21,21,0.0058,0.12181,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556656",13,18,0.0058,0.1044,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556657",15,15,0.0058,0.08699,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556658",20,20,0.0058,0.11601,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556659",25,37,0.0058,0.21463,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255666",149,175,0.0058,1.01507,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255667",269,402,0.0058,2.33172,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255668",166,178,0.0058,1.03253,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255669",245,316,0.0058,1.83292,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255670",192,273,0.0058,1.58346,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","525567102",3,3,0.0058,0.01741,"EUR","10/03/19 10/10/19"
"MEXICO CELLULAR IUSACELL","525567103",3,3,0.0058,0.0174,"EUR","10/02/19 10/03/19"
"MEXICO CELLULAR IUSACELL","525567104",2,2,0.0058,0.0116,"EUR","10/03/19 10/09/19"
"MEXICO CELLULAR IUSACELL","525567105",1,1,0.0058,0.0058,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR IUSACELL","525567106",1,1,0.0058,0.0058,"EUR","10/12/19 10/12/19"
"MEXICO CELLULAR IUSACELL","525567107",2,2,0.0058,0.0116,"EUR","10/06/19 10/10/19"
"MEXICO CELLULAR IUSACELL","525567109",2,2,0.0058,0.0116,"EUR","10/04/19 10/07/19"
"MEXICO CELLULAR IUSACELL","525567273",1,1,0.0058,0.0058,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525567274",2,2,0.0058,0.0116,"EUR","10/04/19 10/07/19"
"MEXICO CELLULAR IUSACELL","525567275",1,1,0.0058,0.0058,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR IUSACELL","525567276",1,1,0.0058,0.0058,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR IUSACELL","525567277",1,1,0.0058,0.0058,"EUR","10/10/19 10/10/19"
"MEXICO CELLULAR IUSACELL","525567278",1,1,0.0058,0.0058,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR IUSACELL","52556733",15,17,0.0058,0.09858,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556734",10,11,0.0058,0.0638,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556735",8,8,0.0058,0.0464,"EUR","10/04/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556736",5,5,0.0058,0.029,"EUR","10/05/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556737",40,60,0.0058,0.34799,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556738",7,7,0.0058,0.04059,"EUR","10/06/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556739",11,11,0.0058,0.06381,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR IUSACELL","5255674",146,148,0.0058,0.85847,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255675",164,172,0.0058,0.99764,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255676",159,194,0.0058,1.12529,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255677",191,206,0.0058,1.19495,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","5255678",211,297,0.0058,1.72256,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556790",42,75,0.0058,0.435,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556791",43,83,0.0058,0.48136,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556792",11,16,0.0058,0.0928,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556799",17,17,0.0058,0.09859,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","5255680",221,267,0.0058,1.54865,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556810",18,19,0.0058,0.11023,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556814",16,16,0.0058,0.09283,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52556815",15,17,0.0058,0.09862,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556816",16,26,0.0058,0.15081,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR IUSACELL","52556817",13,14,0.0058,0.08119,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556818",25,29,0.0058,0.16821,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","52556913",32,50,0.0058,0.29002,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556914",17,17,0.0058,0.09862,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556915",16,25,0.0058,0.14503,"EUR","10/02/19 10/11/19"
"MEXICO CELLULAR IUSACELL","52556916",13,16,0.0058,0.09279,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52556917",13,32,0.0058,0.1856,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR IUSACELL","52556930",26,35,0.0058,0.20301,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556931",8,8,0.0058,0.04641,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52556932",9,9,0.0058,0.05219,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556955",1,1,0.0058,0.0058,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR IUSACELL","5255696",191,235,0.0058,1.36299,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52556970",15,15,0.0058,0.087,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52557006",6,6,0.0058,0.03481,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52557007",8,8,0.0058,0.04638,"EUR","10/09/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52557008",5,5,0.0058,0.02899,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52557009",11,13,0.0058,0.07541,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR IUSACELL","5255701",41,66,0.0058,0.3828,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52557046",6,8,0.0058,0.0464,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52557047",34,51,0.0058,0.2958,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52557048",12,15,0.0058,0.08699,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52557049",7,7,0.0058,0.04061,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR IUSACELL","52557050",9,9,0.0058,0.05221,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52557051",14,19,0.0058,0.11019,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR IUSACELL","52557052",28,46,0.0058,0.26679,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR IUSACELL","52557053",4,4,0.0058,0.02321,"EUR","10/02/19 10/14/19"
